Date,State,District,Latitude,Longitude,Households,Women,Men,Rural_Urban Classification,Population _female_ age 6 years and above who ever attended school,Population below age 15 years,"Sex ratio of the total population _females per 1,000 males_","Sex ratio at birth for children born in the last five years _females per 1,000 males_",Children under age 5 years whose birth was registered __,Households with electricity __,Households with an improved drinking_water source1 __,Households using improved sanitation facility2 __,Households using clean fuel for cooking3 __,Households using iodized salt __,Households with any usual member covered by a health scheme or health insurance __
01-06-2015,UP,Meerut,28.9844618,77.7064137,2446,3334,433,Both,68.2,31.1,930,858,60.6,95.9,99.5,67.1,64.1,97,8
01-06-2015,UP,Bareilly,28.3670355,79.4304381,1855,2506,345,Both,55.1,33.8,979,1071,55.6,69.6,99,54.3,44.1,95.1,4.8
01-06-2015,UP,Firozabad,27.1591961,78.3957331,1830,2506,369,Both,67.3,33.9,961,850,54.8,85.5,96.4,33.6,36.3,95.4,2.6
01-06-2015,MP,Ujjain,23.1793013,75.7849097,1888,2489,383,Both,63.9,28.9,968,1059,85.3,97.4,91.4,51.9,46.5,98.2,10.3
01-06-2015,UP,Moradabad,28.8386481,78.7733286,1816,2487,363,Both,57.2,34.3,973,908,62.9,79,99.6,51.6,44.5,96.4,2.6
01-06-2015,UP,Saharanpur,29.967079,77.5510172,1831,2487,341,Both,65.3,32.9,954,906,74.7,93.4,99.3,51,37.6,98.2,3.1
01-06-2015,UP,Aligarh,27.8973944,78.0880129,1836,2477,348,Both,63.8,33.9,932,880,61.2,84.6,97.8,38.4,39.6,93.8,4.5
01-06-2015,RJ,Bikaner,28.0229348,73.3119159,1860,2456,338,Both,61.5,32,957,984,64.7,91.5,86.2,64.8,39.7,90.3,7.9
01-06-2015,UP,Agra,27.1766701,78.0080745,1811,2448,357,Both,67.4,32.7,941,991,66.9,94.5,71.3,42.8,46.7,94.8,5
01-06-2015,UP,Varanasi,25.3176452,82.9739144,1783,2442,369,Both,69.3,30.4,951,939,61.8,88.4,96,48.8,48.6,97.3,8.3
01-06-2015,BR,Patna,25.5940947,85.1375645,1888,2441,375,Both,67.9,33.6,964,1017,66.8,86.6,98.8,49.9,51.7,98.7,9.4
01-06-2015,MP,Hoshangabad,22.744108,77.736967,1902,2435,363,Both,70.7,26.2,928,958,93.2,94.4,91.1,46.4,34.4,99.4,27.1
01-06-2015,MP,Indore,22.7195687,75.8577258,1935,2412,388,Urban,75.3,27.6,895,849,92.2,99.1,98.4,74.2,84.9,99.8,15.7
01-06-2015,CT,Korba,22.3594501,82.7500595,1859,2378,316,Both,69.4,28.8,1022,961,81.6,93.9,80.2,34.3,26.5,99.4,62.3
01-06-2015,RJ,Ajmer,26.4498954,74.6399163,1854,2335,314,Both,64.7,29.2,953,761,82.6,98.4,86.2,69.4,50.6,96.9,14.7
01-06-2015,RJ,Jaipur,26.9124336,75.7872709,1816,2334,326,Both,68.5,29,920,883,68.3,98,93.7,58.1,54.6,96.6,28.9
01-06-2015,MP,Gwalior,26.2182871,78.1828308,1886,2325,359,Both,68.8,28.1,887,858,83.5,95.5,97.1,56.2,57.3,97.6,15.9
01-06-2015,UT,Hardwar,29.8876368,78.0195387,1785,2321,308,Both,69,31.9,929,921,69.9,97.8,99.1,56.9,46.2,96.5,6.4
01-06-2015,MP,Burhanpur,21.3193875,76.2224273,1892,2307,335,Both,64.3,30.6,951,901,78.9,90.7,93.7,40,45.1,99.1,40.4
01-06-2015,MN,Thoubal,24.5435506,93.9674371,1841,2302,294,Both,77.5,29.3,1062,978,63.5,85.1,33.9,45.5,37,99.8,4
01-06-2015,UP,Ghaziabad,28.6691565,77.4537578,1808,2281,344,Both,74.1,30.3,899,907,69.9,97.4,84.9,64.8,78.5,98.8,10.7
01-06-2015,CT,Durg,21.1904494,81.2849169,1811,2269,315,Both,75.3,26.7,997,880,88.8,99.1,98.3,44.7,36.4,99.4,68.3
01-06-2015,RJ,Jodhpur,26.2389469,73.0243094,1839,2265,290,Both,58,31.9,952,870,68.4,91.3,76.9,52.6,44.8,88.6,17.6
01-06-2015,MN,Bishnupur,23.0678795,87.3165222,1850,2257,271,Both,79.9,27.7,1032,915,69.3,96.4,43.9,38.2,38.8,99.8,4.2
01-06-2015,CT,Raipur,21.2513844,81.6296413,1838,2251,280,Both,70.3,28.7,1004,998,89.6,98,95.1,38.6,34.7,99.3,58.5
01-06-2015,UT,Udham Singh Nagar,28.9609653,79.5153773,1770,2245,290,Both,68.3,31.1,941,948,70.8,96.1,97.6,56.2,52.6,96.3,10.3
01-06-2015,MN,Imphal East,24.7806536,93.9674371,1820,2232,283,Both,83.1,28.6,1057,874,75.9,96.9,32.2,43.4,50.1,99.7,6.1
01-06-2015,UP,Gautam Buddha Nagar,28.338333,77.6077865,1811,2194,347,Both,75.3,32.4,844,845,72.9,98.6,63.6,54.5,76.3,99.4,19.2
01-06-2015,OR,Jharsuguda,21.8554375,84.0061661,1861,2189,294,Both,74.7,22.8,986,1007,94.1,91.8,91.3,40.3,28,98.7,43
01-06-2015,JH,Dhanbad,23.7956531,86.4303859,1815,2181,302,Both,66.3,29.3,947,929,68.4,95.9,78.9,28.6,20.5,98.4,10.8
01-06-2015,OR,Sundargarh,22.1240025,84.043175,1810,2175,253,Both,69.9,25.1,1041,1036,79.3,86,89.3,37.9,24.6,98.2,50.8
01-06-2015,ML,East Khasi Hills,25.3681768,91.7538817,1788,2173,265,Both,90.3,34,1027,922,84.9,95.3,85.8,65.6,43.1,99.3,24.4
01-06-2015,UT,Nainital,29.3803039,79.4635658,1789,2170,264,Both,80.1,28.8,1005,854,78.2,98.6,95.9,73,62.8,95.1,13.4
01-06-2015,RJ,Kota,25.2138,75.8648,1846,2156,351,Both,70.4,26.7,942,829,75.9,98.1,96.9,50.5,60,98,23.6
01-06-2015,CT,Koriya,23.3875,82.3886,1850,2131,326,Both,66,29.1,1010,957,77.4,90.7,74.3,24.5,18.7,98.8,63.4
01-06-2015,MN,Imphal West,24.7827837,93.8858955,1838,2129,269,Both,87,26.7,1095,1017,66.5,97.2,53.8,47.3,63.2,99.5,3.7
01-06-2015,MP,Jabalpur,23.181467,79.9864071,1799,2106,309,Both,76.8,26.1,955,924,92.8,94.6,96.6,47.5,48.5,91.2,36.3
01-06-2015,JH,Ramgarh,23.6523678,85.56121,1756,2100,269,Both,67.5,30.7,1000,971,60,94.9,67.8,39.3,17.8,97.6,21.7
01-06-2015,MZ,Saiha,22.489734,92.979269,1782,2097,246,Both,90.4,33.8,990,962,96.9,99.4,92.4,80.1,58.7,99.8,53.5
01-06-2015,JH,Bokaro,23.6692956,86.151112,1759,2092,275,Both,63.8,29.4,975,926,65,87.3,79.8,35.8,26.8,98.8,15.6
01-06-2015,UT,Dehradun,30.3164945,78.0321918,1828,2032,231,Both,79.9,24.1,936,832,87.4,99.4,99.5,75.6,84.9,99.1,31.2
01-06-2015,SK,East,27.3084,88.6724,1853,2028,345,Both,80.3,23,957,709,97.8,99.1,98.2,83.6,70.7,99.7,26.6
01-06-2015,MZ,Champhai,23.4565708,93.3281929,1841,1999,280,Both,94.6,32.7,1009,1009,98.1,99.8,97.4,87.3,52.2,99,58.3
01-06-2015,NL,Dimapur,25.8629885,93.7536663,1800,1993,222,Both,83.6,30.7,1032,1053,72.6,98.7,78.8,65.3,66.6,99.8,4.7
01-06-2015,UP,Jhansi,25.4484257,78.5684594,1732,1955,253,Both,64.8,25.4,946,815,81.7,88.9,96.1,45.9,40.8,86.2,5.8
01-06-2015,JH,Purbi Singhbhum,22.4866756,86.4996546,1739,1952,280,Both,70.1,25.8,1001,890,85.4,91.5,90.2,43.4,40.4,99,19.8
01-06-2015,TR,West Tripura,23.899682,91.4048249,1816,1938,318,Both,84.8,22.3,996,1002,95.5,96.1,97.2,68.9,42,99.2,49.7
01-06-2015,UP,Kanpur Nagar,26.4148245,80.2321313,1796,1901,309,Both,78.4,24.8,889,944,65,85.9,99.2,65.2,70.8,95.9,4.9
01-06-2015,UP,Lucknow,26.8466937,80.946166,1709,1862,251,Both,77.7,25.3,919,870,79.4,93.5,98.9,66.9,76.1,95.6,5.9
01-06-2015,MZ,Lunglei,22.8670691,92.7655358,1717,1825,229,Both,91.7,28.2,944,836,99.6,99.1,94,77.7,52.2,99.6,52.2
01-06-2015,OR,Khordha,20.130141,85.4788065,1729,1822,212,Both,79.7,24.6,980,965,88.3,96.4,84.6,47,46.2,94.5,38
01-06-2015,NL,Kohima,25.6585963,94.1053307,1797,1787,215,Both,86.2,28.8,1000,1137,79.1,99.4,79.8,69.1,55.6,99.3,5.3
01-06-2015,AR,Papumpare,27.1719019,93.7029002,1649,1779,224,Both,77.3,30.2,978,793,75.7,98.9,91.5,68,84.3,99.1,46.6
01-06-2015,MZ,Serchhip,23.3416578,92.8502302,1738,1770,249,Both,95.9,30.7,944,939,99.6,99.6,96.5,92,66.3,99.5,69.4
01-06-2015,JH,Ranchi,23.3440997,85.309562,1673,1761,247,Both,70.5,27.6,960,1026,76.2,92.2,75,37.8,39.1,98.4,6.5
01-06-2015,MZ,Kolasib,24.224565,92.6760251,1697,1660,231,Both,93.1,30.3,998,996,98.8,99,97.2,87.5,71.5,99.3,61.8
01-06-2015,BR,Gaya,24.7913957,85.0002336,950,1443,158,Rural,56.2,39.4,1076,945,56.2,71.2,96.7,26.8,15.6,98.6,2.8
01-06-2015,CT,Narayanpur,19.723535,81.2424108,933,1434,213,Rural,58.3,32.6,1094,869,92,77.6,92.5,15.6,11.8,99.7,81.4
01-06-2015,MP,Alirajpur,22.3403431,74.4994517,947,1430,203,Rural,35.9,40,1023,950,55.6,92.5,89.1,17.6,11.7,93.9,3.3
01-06-2015,UP,Ambedkar Nagar,26.4683952,82.6915429,908,1407,172,Rural,67.2,32.1,1094,772,73.9,72.6,99.9,19.8,13.8,91.1,5.4
01-06-2015,BR,Bhojpur,25.466155,84.5222189,947,1397,171,Rural,62.4,36.1,1033,885,89.2,64.5,99.9,26.2,21,92,14.7
01-06-2015,BR,Rohtas,25.0685878,84.0167423,947,1390,197,Rural,67.2,36.6,1029,892,64.9,81.1,99.4,25.9,17.9,99.2,5.6
01-06-2015,JK,Poonch,33.766987,74.092468,833,1387,301,Rural,67.3,32.4,978,845,68.8,96.8,74.4,54.7,22.5,86.7,6.5
01-06-2015,UP,Kushinagar,26.7398787,83.8869698,897,1360,134,Rural,58.8,36.2,1094,876,65.8,48.3,97.6,22.1,23.9,97.8,14.2
01-06-2015,UP,Mau,25.9496,83.5586,905,1359,153,Rural,65.9,35.5,1092,870,81,82.9,99.5,26.6,20.7,95.2,1.6
01-06-2015,BR,Siwan,26.2196205,84.3566593,942,1350,154,Rural,62.5,36,1119,983,67.1,53.2,98.4,23.6,20,96.2,12
01-06-2015,UP,Sant Kabir Nagar,26.7671755,83.0361376,898,1349,127,Rural,58.6,37.8,1137,903,64.5,63.1,99.7,15.2,18,87.9,13.8
01-06-2015,UP,Maharajganj,27.1177463,83.5070203,904,1346,111,Rural,54,35.9,1093,880,57.5,51.7,99.3,19.4,18.1,90,10
01-06-2015,MP,Khargone _West Nimar_,21.8335244,75.6149893,946,1333,206,Rural,60.1,28.4,964,984,86.7,97.5,90.9,33.2,31.7,99.4,10.8
01-06-2015,MP,Barwani,22.0363157,74.903339,946,1332,172,Rural,51.5,36.5,1009,885,53.4,90.2,84.6,21.3,22,97.6,27.4
01-06-2015,UP,Ballia,25.8307174,84.1857115,895,1329,156,Rural,63.9,34.5,1064,909,70.5,69.8,98.5,24.1,23.6,92.9,3.7
01-06-2015,UP,Chandauli,25.2604696,83.264538,897,1328,189,Rural,66.4,34.3,1005,839,67,70.8,88.9,27.9,21.8,99.1,8.5
01-06-2015,UP,Jaunpur,25.7490034,82.6987002,895,1318,145,Rural,63.1,32.7,1115,833,45.8,78.3,95.4,24.1,21.5,93.2,3.4
01-06-2015,UP,Sant Ravidas Nagar,25.326373,82.4319405,898,1317,159,Rural,62.2,35.8,1077,951,59.4,80.1,86.4,20.6,25.4,97,3.2
01-06-2015,UP,Rampur,28.7893041,79.0249516,924,1312,180,Rural,53.7,36.2,986,809,73.2,80.8,99.8,52.6,31.7,98.2,4.3
01-06-2015,CT,Rajnandgaon,21.0971034,81.0302222,940,1309,163,Rural,75,30.1,1028,1041,96.9,98.9,92.8,44.8,19.7,98.8,76.6
01-06-2015,BR,Buxer,25.5647103,83.9777482,946,1303,163,Rural,66.5,37,1034,962,63.2,65.7,99.7,27.9,23.3,98.4,10.9
01-06-2015,UP,Azamgarh,26.0737044,83.1859458,900,1303,138,Rural,68.3,33.7,1135,1018,69.5,82.9,99.5,24.7,24,96.3,4.3
01-06-2015,ML,South Garo Hills,25.3300969,90.563609,935,1295,164,Rural,86.2,31.4,1021,1155,94.5,98.9,67.9,84.8,9.8,98.9,56.2
01-06-2015,UP,Deoria,26.5024286,83.7791283,904,1289,131,Rural,64.2,34.3,1156,981,74.2,70.5,99.5,24.8,32.9,98.6,5.6
01-06-2015,BR,Gopalganj,26.4513665,84.3962535,936,1286,112,Rural,61.7,38.3,1160,1042,60.1,56.8,99,26.4,20.4,91.2,8.7
01-06-2015,BR,Arwal,25.1643264,84.6688348,946,1275,153,Rural,59.3,38.2,1145,932,88.8,47.1,99.1,21.3,10.2,92.7,25
01-06-2015,UP,Jyotiba Phule Nagar,28.7715965,78.3387066,933,1271,197,Rural,59.6,33.8,1004,945,64.4,74.8,99.9,48.8,31.6,95.9,3.2
01-06-2015,CT,Bijapur,16.8301708,75.710031,918,1269,160,Rural,67.7,29.3,1006,941,96.5,91.6,93.8,21.9,9.6,99.7,86
01-06-2015,UP,Bijnor,29.3724422,78.1358472,901,1265,173,Rural,64.3,32.4,1025,800,68.3,79.6,99.9,60.4,33.6,96.1,5.6
01-06-2015,RJ,Sikar,27.6094,75.139911,900,1261,158,Rural,61.4,30.3,1015,938,67.7,96,90.9,61.2,42.8,94,17.4
01-06-2015,UP,Balrampur,27.4308339,82.3017728,913,1260,138,Rural,46.2,42.9,1077,879,31.5,35.8,98.5,13.8,9.2,78.2,5.1
01-06-2015,UP,Bulandshahr,28.406963,77.8498292,910,1259,181,Rural,60.4,34.6,1002,886,62.4,87.9,99.6,47.7,31.8,97,3.1
01-06-2015,MP,Guna,24.6348,77.298,946,1256,214,Rural,57.8,32.2,916,1011,91.6,93.1,82.9,27.9,23.2,93.2,16.5
01-06-2015,JK,Badgam,33.9348549,74.6400432,830,1253,265,Rural,55,25.2,989,1039,84.6,99,96.8,50,61.8,99.1,3.1
01-06-2015,CT,Dhamtari,20.7014999,81.5541579,939,1251,177,Rural,73.5,25.4,1017,1108,94.5,98.2,95.8,54.5,20.6,99.6,83.2
01-06-2015,UP,Muzaffarnagar,29.4726817,77.7085091,914,1251,159,Rural,63.1,34.8,983,804,61.7,93.4,99.6,54.5,39.2,93.8,3.3
01-06-2015,MP,Khandwa _East Nimar_,21.8257334,76.352571,945,1250,174,Rural,63.4,30.9,949,823,93.3,90.3,78.1,34.1,28,98.2,10.7
01-06-2015,UP,Basti,26.8176796,82.7633133,896,1243,114,Rural,60,36.2,1086,877,61.2,66.6,99.8,16.1,19.6,96.5,16
01-06-2015,BR,Vaishali,25.6838206,85.354965,945,1242,137,Rural,58.7,37.2,1023,829,78.5,63.1,97.6,30.5,21,95.5,24.3
01-06-2015,UP,Baghpat,28.9421618,77.2261452,908,1239,188,Rural,66.1,30.1,899,763,71.5,92,99.4,64.7,42.7,98.2,5.7
01-06-2015,MP,Dhar,22.6012922,75.3024655,944,1237,186,Rural,56.7,31,988,992,86,95.7,86.2,35.5,34.6,98.2,7.9
01-06-2015,UP,Siddharthnagar,27.2715633,82.820974,900,1236,120,Rural,56.3,40.8,1117,886,46.6,61.9,99.7,14.9,19.2,96,5.3
01-06-2015,ML,East Garo Hills,25.5671692,90.5257823,918,1235,136,Rural,78.6,36.5,1064,1094,57,86.3,40.5,51.8,6.6,98.7,18.3
01-06-2015,RJ,Jhunjhunun,28.1288747,75.3995089,919,1234,161,Rural,60.7,27,1020,887,77.1,96.2,88.3,66,51,96.9,23.6
01-06-2015,CT,Bilaspur,22.0796251,82.1391412,933,1232,190,Rural,70.9,31.4,1013,1067,94.9,99.3,91.9,40,28.2,99.3,69
01-06-2015,BR,Nawada,24.8910775,85.5354724,942,1228,130,Rural,56.3,38.7,1169,983,51,56.7,98.8,28.8,21,98,18.7
01-06-2015,RJ,Ganganagar,29.9038399,73.8771901,929,1225,198,Rural,64.8,25.8,929,907,82,94.1,92.1,73.4,39.6,97.3,12.9
01-06-2015,UP,Ghazipur,25.5840419,83.5770202,890,1223,165,Rural,63.5,35.1,1112,1052,63.4,67.9,99.1,19.1,17,98.3,8.8
01-06-2015,BR,Sheikhpura,25.1416937,85.8628915,941,1222,132,Rural,59.4,40.8,1104,1013,59,79.1,94.4,33.6,16.5,94.4,21.1
01-06-2015,MP,Singrauli,24.1992101,82.6645469,928,1221,164,Rural,58.3,35.5,984,958,68,71,56.3,15.8,17.4,89.5,25.7
01-06-2015,UP,Mathura,27.4924134,77.673673,912,1220,165,Rural,63.3,32.7,903,876,56.1,95.6,84.2,43,32.7,95.9,5.6
01-06-2015,UP,Gonda,27.1339913,81.9618968,900,1216,123,Rural,54.9,38.3,1057,1051,43,39.6,100,11.1,19.1,90.4,10.6
01-06-2015,UP,Pratapgarh,25.8973038,81.9452981,891,1216,119,Rural,62.2,33,1122,922,62.7,71.3,92.5,15.8,23.5,95,6
01-06-2015,UP,Gorakhpur,29.4438165,75.6702647,893,1212,145,Rural,68.1,32.9,1098,951,85.6,74.8,99.2,34.3,39.7,97.2,7.8
01-06-2015,BR,Lakhisarai,25.1673614,86.0988253,946,1210,148,Rural,60.1,39.1,1013,934,51.6,79.3,93.8,36.8,14.7,98.9,9.3
01-06-2015,JK,Reasi,33.0803564,74.8364413,818,1210,270,Rural,65.9,31.4,952,907,67,90.6,71.1,44.4,16.5,83.8,3.8
01-06-2015,MP,Mandsaur,24.076836,75.0692952,947,1210,210,Rural,60.2,28.1,983,817,80.2,97,69.7,28.3,29.1,98.1,10.5
01-06-2015,BR,Begusarai,25.416675,86.1293792,951,1203,164,Rural,57.2,40,1044,955,68,63.6,99.1,34.2,16.5,98.3,12.2
01-06-2015,BR,Bhagalpur,25.3478004,86.9824288,946,1203,166,Rural,59.7,38.2,1015,916,78.7,69.2,97.3,32.3,23.2,89.7,23.9
01-06-2015,MP,Harda,22.3355446,77.0996085,949,1202,201,Rural,65.8,29.7,922,814,85.9,96.5,87.7,51.4,30.9,99.2,16.6
01-06-2015,UP,Faizabad,26.7732476,82.1441643,913,1202,142,Rural,64.8,33.5,1057,918,77.9,65.4,98.7,24.2,24.5,92.7,6.6
01-06-2015,JK,Bandipore,34.5052269,74.6868815,816,1201,296,Rural,62.5,29.2,1050,875,73,95.1,91.4,37.2,54.3,99.7,3.4
01-06-2015,BR,Jamui,24.764688,86.3376761,947,1199,157,Rural,53,39,1036,900,53,62,78.6,14.8,9.2,92.8,2.7
01-06-2015,ML,West Garo Hills,25.5679372,90.2244662,939,1195,156,Rural,77.3,33.1,988,1016,86.3,92.9,51.4,45.7,16.3,99.3,35.6
01-06-2015,BR,Aurangabad,19.8761653,75.3433139,946,1194,118,Rural,61.2,36.7,1084,905,57.2,59.7,98.8,27.1,16.6,93.7,20.5
01-06-2015,OR,Nabarangapur,19.5001322,82.3017728,942,1191,169,Rural,48.6,33.2,1036,1077,65.9,69,98.4,16.1,9.2,87.6,48.5
01-06-2015,JK,Kulgam,33.6449908,75.018031,822,1187,338,Rural,60.4,27.8,982,1032,62.5,97,98.1,50.9,50.8,96.8,1.9
01-06-2015,MP,Neemuch,24.4763852,74.8624092,936,1186,191,Rural,60.4,27.4,978,836,88.3,97.1,76,32,34.7,98.4,6.7
01-06-2015,JK,Shupiyan,33.7170033,74.8360918,817,1184,302,Rural,63.3,27.8,975,1152,64.9,96.7,94.5,57.2,43.8,97.1,0.8
01-06-2015,BR,Kishanganj,26.0917422,87.9383822,939,1183,137,Rural,46.8,40.6,1086,945,66.2,51.1,98.8,15.9,5.6,95.9,10.9
01-06-2015,BR,Supaul,26.1317087,86.6107106,944,1181,121,Rural,47.6,42.4,1123,909,55.9,60.9,99.9,15.8,6.1,98.2,8.4
01-06-2015,BR,Kaimur _Bhabua_,25.0426227,83.6055732,948,1175,152,Rural,61.4,38.2,1027,893,62.6,73.6,95.3,21.5,13.8,96.5,20
01-06-2015,BR,Banka,24.7757005,86.8220341,946,1174,170,Rural,52.6,38.9,1006,766,80.8,47.2,92.9,14.3,9.3,89.7,16
01-06-2015,RJ,Baran,25.1011,76.5132,928,1173,146,Rural,56.9,28.1,959,805,78.9,91.7,91.4,31.4,25,97.7,13.4
01-06-2015,MP,Raisen,23.3301074,77.7842851,945,1171,180,Rural,70.3,30.6,903,908,94.7,92.8,95.1,39,26.7,92.2,22.7
01-06-2015,RJ,Nagaur,27.1983368,73.7493272,933,1167,168,Rural,52.7,29.5,1011,820,70.2,90.6,66.1,53.8,24.4,88.9,29.2
01-06-2015,UP,Etah,27.5587505,78.662567,905,1163,163,Rural,66.9,34.5,940,839,49.6,65.9,99.1,23.2,24.4,96,8.3
01-06-2015,JK,Anantnag,33.7311255,75.1487007,812,1162,269,Rural,62.5,26.1,999,860,66,96.7,95.4,54.9,70,97.4,2.6
01-06-2015,UP,Allahabad,25.4358011,81.846311,889,1162,142,Rural,64.5,33.2,1034,925,43.3,78.5,92.2,32.7,36.8,98.4,7.1
01-06-2015,UP,Farrukhabad,27.3826126,79.5940544,905,1159,169,Rural,70.3,35.5,981,1002,55.6,62.6,99.9,30.3,24.6,93.2,5.9
01-06-2015,MP,Chhindwara,22.057437,78.9381729,915,1157,175,Rural,67.6,25.9,950,933,91.9,89.3,81.7,34,25,95.8,14.8
01-06-2015,CT,Bastar,19.1071317,81.9534815,926,1153,160,Rural,54.3,31.9,1082,1043,78.2,85.9,94.5,17.6,10.4,98.5,71.2
01-06-2015,UP,Pilibhit,28.6207939,79.8128649,915,1152,190,Rural,57.9,31.9,937,955,69.5,51.7,99.5,37,27.6,83.3,3.4
01-06-2015,JK,Ganderbal,34.3298401,75.0143824,827,1151,299,Rural,58.4,27.1,969,1097,73.8,99.7,95.9,55.8,66.6,99.6,3.1
01-06-2015,UP,Sultanpur,26.2647757,82.0727061,898,1151,126,Rural,61.1,34.8,1078,825,62,75,95.3,16.7,16.8,93,7.3
01-06-2015,UP,Kanshiram Nagar,27.7951547,78.792953,919,1146,145,Rural,58.6,36.9,989,851,56.4,54.3,99.8,20.8,18.7,97.4,2.1
01-06-2015,UP,Etawah,26.8117116,79.0046898,902,1145,167,Rural,72.5,32,935,813,63.4,91.3,98.6,28.7,26.9,94.3,10.9
01-06-2015,CT,Dakshin Bastar Dantewada,18.8456296,81.3839326,909,1144,153,Rural,43.6,30.8,1021,1088,74.8,86.8,94,22.4,16.1,99.6,65
01-06-2015,RJ,Churu,28.2925364,74.9707262,932,1144,160,Rural,57.3,32.1,1009,896,72.3,95.3,83.6,73.3,30.3,92.5,18.6
01-06-2015,JH,Hazaribagh,23.9966213,85.3691068,900,1142,164,Rural,63.8,33.2,1004,862,79.7,96.4,67.5,27.7,18,98.3,18.8
01-06-2015,RJ,Dhaulpur,26.7025181,77.893391,929,1142,168,Rural,62.7,37.8,916,852,47.2,91.4,91.4,31.6,20.7,85.6,32.5
01-06-2015,AS,Karimganj,24.8649128,92.3591531,911,1141,146,Rural,80.6,34.4,986,952,98.1,71.3,62.8,39.5,22.5,99.6,5
01-06-2015,BR,Saharsa,25.8834961,86.6006249,944,1139,139,Rural,48,40.8,1044,968,52,58.3,99.7,16.6,12.9,93.7,9.3
01-06-2015,UP,Mainpuri,27.2284986,79.0249516,901,1137,181,Rural,72.6,33.4,983,855,58.1,81.9,99.3,27.3,24.4,96.4,9.2
01-06-2015,MP,Dewas,22.9622672,76.0507949,939,1136,172,Rural,63.6,29.7,964,961,92.7,98.6,93.5,47,37.8,99.1,16.3
01-06-2015,OR,Anugul,20.8444033,85.1510818,938,1135,144,Rural,72.9,25.6,935,879,73.8,87.4,77.2,35.6,21.4,89.5,60.5
01-06-2015,OR,Puri,19.8133822,85.8314655,942,1135,144,Rural,78.9,22.5,996,922,92.4,95,95,40.1,19.9,99.7,57.8
