Date,State,District,Latitude,Longitude,Households,Women,Men,Rural_Urban Classification,Population _female_ age 6 years and above who ever attended school,Population below age 15 years,"Sex ratio of the total population _females per 1,000 males_","Sex ratio at birth for children born in the last five years _females per 1,000 males_",Children under age 5 years whose birth was registered __,Households with electricity __,Households with an improved drinking_water source1 __,Households using improved sanitation facility2 __,Households using clean fuel for cooking3 __,Households using iodized salt __,Households with any usual member covered by a health scheme or health insurance __
01-06-2015,OR,Bargarh,21.3425839,83.624201,930,1007,148,Rural,69.6,24.2,1020,929,88.1,83.5,95.6,26.4,13.3,99.1,52.2
01-06-2015,AS,Nagaon,26.3463713,92.6840426,886,1006,139,Rural,79,33.5,1005,990,95,83.4,92.7,45.5,19,99.8,12
01-06-2015,WB,Murshidabad,24.1759039,88.2801785,830,1006,145,Rural,70.8,31.8,1083,1075,98.9,92.5,97.5,50.6,19.2,93.5,40.9
01-06-2015,AS,Bongaigaon,26.5009992,90.5352356,904,1005,145,Rural,73.4,32.1,951,895,94.3,88.4,74,45.9,27.2,99.9,9.2
01-06-2015,PB,Moga,30.6874426,75.2479061,838,1003,155,Rural,71.7,23.3,897,1057,99.3,99.4,99.1,86.9,55.4,98.6,18.5
01-06-2015,TN,Erode,11.3410364,77.7171642,835,1003,163,Both,73.2,21.3,1001,932,98.9,98.4,97.5,61.1,87.4,87.3,60.4
01-06-2015,BR,Katihar,25.552048,87.5718609,949,1001,111,Rural,51.5,41.2,1039,860,62.4,31.6,99.2,21.5,10,97.9,15.7
01-06-2015,MP,Jhabua,22.769666,74.5920921,927,1001,190,Rural,36.4,41.2,969,1033,60.5,88.6,84.9,13,9.1,93.6,2.6
01-06-2015,MP,Chhatarpur,24.9163562,79.5811827,883,1000,141,Rural,58.4,33.8,919,827,71.1,77,72.7,14.5,13.5,70.5,7.4
01-06-2015,OR,Dhenkanal,20.8424388,85.4375574,923,1000,133,Rural,72.2,25.9,1026,1044,80.3,88.7,58.8,33.3,21,98.7,52.5
01-06-2015,UP,Hardoi,27.3986345,80.1316927,901,1000,128,Rural,60.8,36.4,945,803,55.3,42.2,99.6,28.3,23.2,85.4,8.1
01-06-2015,AS,Chirang,26.6539048,90.6393702,905,996,125,Rural,67.2,31.2,965,1106,94.7,72,70.8,32.6,18.3,98.4,6.1
01-06-2015,JH,Khunti,23.0797595,85.2774207,905,996,157,Rural,58.5,30.9,974,1082,76.4,68.6,53.5,14,7.3,97.7,5
01-06-2015,RJ,Sirohi,24.8851548,72.8574558,907,996,148,Rural,48.3,33.5,999,959,68,87.2,90.3,42,40,98,22.1
01-06-2015,UT,Champawat,29.3360974,80.0910275,881,996,101,Rural,70.5,31.2,1154,991,83.7,91.7,89.5,59.5,30.4,95.4,15.4
01-06-2015,TN,Dindigul,10.3673123,77.9802906,833,995,173,Both,73,23.3,1019,1047,95.6,97.1,96.4,42.6,66.2,81.3,66.7
01-06-2015,AS,Dhubri,26.0206982,89.9743463,908,994,115,Rural,64.9,36.3,957,861,95.2,69.4,89.4,33,16.7,98.8,7.1
01-06-2015,UT,Uttarkashi,30.7268307,78.4354042,878,994,139,Rural,65.8,29.7,1031,825,67.9,93.1,75.1,48.5,28.2,93.4,32.3
01-06-2015,KA,Bidar,17.9148799,77.5046101,812,993,132,Rural,66.2,26.1,1018,1075,96.3,97.4,96,26.7,31.3,95.8,25.1
01-06-2015,KL,Malappuram,11.0509762,76.0710967,835,992,171,Both,94.7,25.9,999,936,97.6,99.5,93.8,98.7,45.7,99.3,37.3
01-06-2015,TN,Viluppuram,11.9368897,79.4872619,836,992,162,Rural,69.6,26.8,1046,819,100,99.3,96.2,32.4,57.5,87,84.3
01-06-2015,HR,Karnal,29.6856929,76.9904825,836,990,162,Both,73.1,25.7,881,880,99.6,99.5,100,87.5,54.7,94.4,11.4
01-06-2015,HR,Rohtak,28.8955152,76.606611,831,990,174,Both,71.4,28.4,916,930,95.6,99.1,98.3,77,45.8,98.6,9.9
01-06-2015,RJ,Udaipur,24.585445,73.712479,906,990,130,Rural,52.7,32.6,1043,993,59.8,84.2,77.9,29.2,24.2,88.8,24.3
01-06-2015,TN,Salem,11.6643,78.146,829,988,173,Both,72.2,22.8,1000,872,100,99,93.2,46.2,76.6,88.3,78.4
01-06-2015,UP,Bara Banki,26.9268042,81.1833809,905,987,130,Rural,58.8,34.8,1022,1054,68.7,49.7,99.2,20.3,27.9,96.9,3.6
01-06-2015,PB,Jalandhar,31.3260152,75.5761829,820,986,142,Both,81.5,20,953,711,99.2,99.8,99.8,89.2,78.7,98.5,16.4
01-06-2015,WB,Barddhaman,23.2324214,87.8614793,827,986,134,Both,69.7,22.9,1013,1064,96.9,94.4,96.6,46.6,29.7,97.3,28.4
01-06-2015,JH,Garhwa,24.1084558,83.6773928,863,985,121,Rural,55.6,36.3,1013,947,58.4,49.9,86.3,10.8,5.7,93.2,9.9
01-06-2015,RJ,Bundi,25.4305144,75.6499025,917,985,164,Rural,51.1,27.7,930,987,78.7,91.1,90.8,26.6,22.8,96.8,8.7
01-06-2015,UP,Sitapur,27.5839037,80.666356,891,985,136,Rural,59.8,35.7,912,720,64.9,29.9,98.7,16.7,19,90.2,2.8
01-06-2015,AS,Dima Hasao,25.3478004,93.0175712,916,984,151,Rural,74.1,31.6,969,953,84.2,79.2,47.7,59,24.3,100,5.4
01-06-2015,UT,Tehri Garhwal,30.3011858,78.5660852,891,984,93,Rural,65.8,29.3,1161,953,79.7,98.1,77.4,65.8,35.1,97.3,37.4
01-06-2015,JK,Srinagar,34.0836708,74.7972825,818,982,231,Urban,65.1,22.1,951,1052,93.4,100,97.3,66.6,97,99.5,2.4
01-06-2015,MP,Mandla,22.5979218,80.3713855,901,982,156,Rural,63.8,29.9,1053,974,74.2,76.9,62.9,15.1,14.7,82.4,37.7
01-06-2015,MZ,Lawngtlai,22.5284445,92.8926342,857,982,117,Rural,71,34.2,996,1079,99.2,74.3,74.6,65.3,38.7,99.1,26.9
01-06-2015,AS,Kokrajhar,26.4014362,90.266699,885,980,125,Rural,68.8,29.9,1009,863,95.7,74.1,76.5,39.2,18.3,99.6,7.1
01-06-2015,JH,Sahibganj,25.2381216,87.6453592,914,979,126,Rural,51.5,38.1,977,820,54.9,72.4,77.6,24.7,11.6,98,6.7
01-06-2015,MH,Nanded,19.1382514,77.3209555,791,978,187,Rural,68.5,29.6,1000,961,94.1,88.2,88.3,43.8,32.4,95.8,18.9
01-06-2015,OR,Gajapati,19.1912221,84.1857115,908,978,134,Rural,53.3,31.8,1026,800,82.9,87.7,69.2,38.2,19.2,76.8,48.1
01-06-2015,MP,Shahdol,23.3021885,81.3568021,902,975,152,Rural,59.8,29.4,973,931,74.8,75.3,66.6,16.9,13.5,89.8,21.2
01-06-2015,OR,Nayagarh,20.1654348,85.023346,909,975,121,Rural,74.5,25.8,1009,725,88,93.4,80.2,31.6,21,91.2,53.4
01-06-2015,PB,Muktsar,30.4766391,74.511172,836,975,171,Rural,71.5,23.4,860,748,98.7,99.6,98.7,79.6,59.3,99.1,23
01-06-2015,MP,Umaria,23.6013747,81.0754657,896,973,158,Rural,61.6,31.5,1006,1035,82.8,79.1,68.6,18.6,12.5,89.1,23.5
01-06-2015,OR,Kendujhar,21.5151196,85.684578,914,973,108,Rural,64.1,28.8,1065,851,66,75,85.4,20.5,16.4,92.6,47.8
01-06-2015,TN,Karur,10.9600778,78.0766036,810,973,158,Both,73.9,23.8,1056,983,100,98.7,96.4,47.9,77.6,89,77.9
01-06-2015,TN,The Nilgiris,11.4916043,76.7336521,829,973,185,Both,81.7,21.2,1056,949,99.7,97.2,94.9,63,69.9,87.2,71.8
01-06-2015,MN,Chandel,24.1827,94.1514,892,972,124,Rural,77.1,33.6,1062,954,56.8,93.9,37.3,61.6,17.5,99.3,1.1
01-06-2015,UP,Auraiya,26.6869797,79.4703885,888,971,113,Rural,71.8,32.4,944,832,51.7,67.9,98.3,35.6,27.3,84.4,3
01-06-2015,PB,Barnala,30.3819446,75.5467979,838,970,173,Both,69,21.5,873,1026,98.7,99.9,98.9,85.5,54.4,97.8,25.7
01-06-2015,TR,Dhalai,23.8466982,91.9099238,905,968,170,Rural,76.4,27.9,957,868,89.8,88.5,66,49.5,19.2,99.5,68.8
01-06-2015,CT,Raigarh,21.8974003,83.3949632,894,967,150,Rural,67.4,26.1,985,934,87,95.1,92.8,26.7,19.6,98.6,62.6
01-06-2015,MH,Latur,18.4087934,76.5603828,792,967,151,Rural,67.8,27.2,966,920,94.9,93.1,93,39.7,32.4,97.4,19.7
01-06-2015,NL,Mon,26.7331,95.0615,898,967,122,Rural,70.1,35.4,913,822,66.7,85.6,72.4,81,5.8,98.6,4.6
01-06-2015,HR,Faridabad,28.4089123,77.3177894,781,966,125,Urban,73.5,31.1,826,686,92.1,99.2,51.1,78,82.6,91.8,18.8
01-06-2015,KA,Raichur,16.2120031,77.3439283,811,965,151,Rural,54.6,30.3,1036,1017,93.4,97.6,83.5,27.6,26.7,81.8,29
01-06-2015,TN,Dharmapuri,12.1065271,78.1361409,825,965,172,Rural,69.9,22.9,1018,951,99,98.4,97.2,37.7,71.8,81.3,70.8
01-06-2015,UP,Kanpur Dehat,26.526707,79.8296743,904,965,157,Rural,66.6,30.9,885,1032,79.1,45.5,98.7,28.7,17.7,93,3.4
01-06-2015,MN,Tamenglong,24.9879342,93.495292,905,964,129,Rural,72.7,35.9,1030,1150,59.3,87.9,37.6,62,12.7,99.6,2.6
01-06-2015,OR,Koraput,18.8560564,82.7347142,929,963,130,Rural,46.2,31,1019,872,83.9,76,84.7,18.2,19,90,42.2
01-06-2015,OR,Sambalpur,21.4668716,83.9811665,902,963,116,Rural,72.4,24.1,1027,973,95.7,87.6,87.4,33.7,22.7,96.9,50.5
01-06-2015,RJ,Barmer,25.7531537,71.4180622,890,963,114,Rural,44.7,38.5,980,897,52.3,65.6,70.1,20.2,14.7,87.1,8.9
01-06-2015,JH,Lohardaga,23.4337504,84.6479124,897,962,107,Rural,60.2,34.3,1037,1043,77.7,81.9,71.2,19.5,14.9,97.9,15.6
01-06-2015,TN,Coddalore,11.7480419,79.7713687,816,961,165,Both,76.6,25.5,1026,766,98,98.9,97.4,38.6,52.8,73.6,73.2
01-06-2015,TR,North Tripura,24.0797139,92.2630393,881,961,171,Rural,82.2,28.4,1024,991,85.7,86,64.2,46.1,23,99.2,59.1
01-06-2015,MP,Sagar,23.8388,78.7378,900,960,124,Rural,71.3,32.7,939,849,81.5,83.9,81.3,26.7,17.6,91.6,10
01-06-2015,PB,Kapurthala,31.3714801,75.3936808,827,960,152,Both,78.8,22.4,958,776,97.3,97,98.8,81.8,76.1,98.6,24.9
01-06-2015,TN,Kancheepuram,12.8341735,79.7036402,825,958,175,Both,82.5,21.5,964,1086,99.5,99.7,78.6,68,86.7,91.1,53.2
01-06-2015,HP,Sirmaur,30.5628455,77.4701972,786,957,245,Rural,73.5,25.9,1015,828,94.9,98.8,90.7,69.3,38.2,98.9,22.6
01-06-2015,OR,Mayurbhanj,22.0086978,86.4187308,918,957,126,Rural,59.3,27.4,1032,983,79.5,73.9,81.5,18.1,9.5,78.8,39.9
01-06-2015,KA,Bagalkot,16.1725355,75.6557206,791,956,148,Both,62.1,28.2,963,799,93.8,96.9,88.3,23,29.7,84.6,37.2
01-06-2015,HR,Panipat,29.3909464,76.9635023,834,954,149,Both,74.8,27.7,846,918,96,100,99.7,91,63.6,98.2,9.5
01-06-2015,MP,Panna,24.718,80.1819,899,954,141,Rural,61.6,32,924,790,75.7,79.7,78.1,19.8,11.3,86.3,15.5
01-06-2015,TN,Vellore,12.9165167,79.1324986,823,954,178,Both,75.5,25.7,1036,1113,99.7,99.5,86.6,53.4,78.2,87,71.8
01-06-2015,HR,Panchkula,30.6942091,76.860565,836,953,148,Both,79.4,22.4,780,751,96.2,99.6,99.5,86.9,77.3,98.3,11.9
01-06-2015,JH,Latehar,23.7555791,84.3542049,893,953,125,Rural,57.2,38.2,1017,857,62.1,53.3,76.3,12,5.2,97.8,29.4
01-06-2015,BR,Pashchim Champaran,27.1543104,84.3542049,922,952,128,Rural,52.8,41.4,936,893,50.5,46.1,96.1,21.4,18.1,89.9,10
01-06-2015,JH,Dumka,24.2854664,87.2419299,918,951,121,Rural,58,32.5,1017,1021,54.3,69.1,89,12.1,9,97,4.2
01-06-2015,MH,Nashik,19.9974533,73.7898023,755,951,163,Both,80.4,28,1000,867,94.8,92.2,89.7,52.8,65.7,97.2,12.3
01-06-2015,AN,South Andaman,11.8311681,92.6586401,804,950,119,Both,85.8,24.2,989,794,97,98.7,95.5,83.6,77.3,99.2,6.8
01-06-2015,WB,Birbhum,23.8401675,87.6186379,834,950,149,Rural,69,25.4,968,865,97.7,96,97.4,28,15.5,94.2,40.9
01-06-2015,JK,Samba,32.553,75.1108,791,948,202,Rural,74.8,26.8,1019,917,87.9,99.3,95.4,44.9,49.6,99.2,4.7
01-06-2015,OR,Ganjam,19.5859712,84.6897495,892,948,95,Rural,64.5,25.7,1111,801,93.1,89.4,90.3,40.7,34.5,91.3,42
01-06-2015,AR,Changlang,27.7421763,96.642433,878,945,137,Rural,66.6,33.3,965,990,86.2,78.3,70,56.4,26.5,99.6,56.5
01-06-2015,JK,Ramban,33.3048817,75.201229,808,945,209,Rural,51.3,38.2,978,1060,88.6,89.1,81.6,41.1,19.8,88.8,1.4
01-06-2015,JK,Jammu,32.7266016,74.8570259,809,944,229,Both,79.7,24.5,966,760,96.5,99.9,97.1,64.3,73.4,99.8,11.9
01-06-2015,KA,Yadgir,16.7601963,77.142764,785,943,134,Rural,47.8,31.1,977,950,85.1,97.9,91.1,18.1,18.7,87.7,28.6
01-06-2015,KA,Bijapur,16.8301708,75.710031,803,941,140,Rural,63,29.8,966,924,91.6,96.1,88.2,22.9,29.1,83.5,36.4
01-06-2015,PB,Gurdaspur,32.0419424,75.4053367,824,941,162,Rural,79.4,23.1,898,829,100,99.6,99.6,74.7,69.8,98.6,22.4
01-06-2015,JH,Pashchimi Singhbhum,22.3650858,85.4375574,880,939,113,Rural,50.9,33.8,1048,1010,56,68,68.9,16.1,10,99.5,4.7
01-06-2015,KA,Gadag,15.4026326,75.6208088,814,939,132,Both,65.7,24.9,964,872,96.9,97.4,85.5,30.2,24.8,75.2,34.5
01-06-2015,UT,Garhwal,29.8687682,78.8382644,871,939,122,Rural,75.6,27.3,1210,705,79.1,98.1,88.1,66.2,35.4,95.9,15.9
01-06-2015,WB,Bankura,23.164543,87.0624261,820,939,143,Rural,67.1,24.9,1002,1145,97.5,89.4,96.4,29.5,16.3,88.8,48.6
01-06-2015,CT,Surguja,22.9494079,83.1649001,908,938,151,Rural,59.5,30.7,1024,1052,69.9,92.9,72.6,18.2,12.4,99.3,71.8
01-06-2015,KA,Chitradurga,14.2305594,76.3984537,815,937,149,Rural,69.3,20.5,946,932,93.4,96.9,90.5,44.2,40.2,74.6,46.2
01-06-2015,MP,Vidisha,23.5251102,77.8081363,901,937,141,Rural,64.2,35.3,916,1009,68,84.7,94.1,24,17.9,93.7,10.6
01-06-2015,TR,South Tripura,23.2317493,91.5596117,908,937,162,Rural,77.8,24.6,1000,911,90.9,92.3,91.3,61,22.1,98.6,70.5
01-06-2015,GJ,Tapi,22.2587,71.1924,789,936,224,Rural,64.8,22.5,1064,883,95.5,91.6,87.6,38.6,22.7,96.3,34.1
01-06-2015,GJ,Narmada,22.333526,77.1259275,818,935,217,Rural,67.4,26.3,997,851,97.2,91.3,97.6,34.8,15.3,98.6,51.3
01-06-2015,GJ,Panchmahal,22.8011177,73.5594128,774,935,211,Rural,66.3,29.9,1064,919,88.5,85.9,80.8,39.8,25.2,94.5,19.3
01-06-2015,TN,Nagapattinam,10.7656082,79.8423888,818,935,137,Rural,78.2,24,1071,884,99.5,98.4,91.4,43.1,58.2,79.8,52.4
01-06-2015,GJ,Amreli,21.6031774,71.2220832,835,933,210,Rural,68.1,22.9,927,820,96.5,98.9,96.6,74.8,52.4,94,11.8
01-06-2015,JK,Doda,33.1492,75.5475,799,933,205,Rural,56,34.6,1033,1020,79.9,94.4,86.3,45.5,15.8,84.7,2.9
01-06-2015,GJ,Porbandar,21.6417069,69.6292654,835,932,234,Both,71.6,22.6,941,803,99.3,99.3,85.1,72.4,48.4,98.8,10.3
01-06-2015,MH,Solapur,17.6599188,75.9063906,773,931,137,Both,71.9,25.3,963,816,96.2,88.9,86.9,49.3,50.7,96.4,21.5
01-06-2015,UT,Almora,29.5892407,79.646666,883,931,76,Rural,69.7,28.8,1259,986,75.8,96.4,83.9,65,26.6,85.9,16.1
01-06-2015,KA,Belgaum,15.8496953,74.4976741,798,930,142,Rural,69.8,26.5,960,967,99.1,98.1,98.6,40.2,47.1,96.3,16.9
01-06-2015,WB,Haora,22.5957689,88.2636394,793,930,126,Both,81.8,23,1001,974,96,97.8,96.5,60,47.2,97.5,21.1
01-06-2015,WB,South Twenty Four Parganas,22.1352378,88.4016041,792,930,106,Rural,76.5,26.7,1037,1067,98.5,87.4,97.7,51.7,19.3,94.6,25.3
01-06-2015,JK,Kishtwar,33.3115906,75.7662195,814,929,223,Rural,52.6,30.8,956,889,93,87.8,87.1,39,23.9,89.4,1.6
01-06-2015,JH,Palamu,24.1286106,84.1857115,870,928,140,Rural,57.6,35.7,998,1009,52.9,62.4,90.5,17.2,16.2,94.8,26.6
01-06-2015,TN,Chennai,13.0826802,80.2707184,819,928,126,Urban,88.7,22.2,1032,1531,98.9,99.6,77.4,82.3,96.7,96.4,56.8
01-06-2015,WB,Darjiling,27.0360066,88.2626751,777,928,125,Both,77,22.4,992,1006,98.7,95.4,71,61,56.3,98.6,24.5
01-06-2015,WB,Nadia,23.471,88.5565,836,928,143,Rural,73.7,23.4,1015,812,98,95.6,95,68.5,28.2,95.8,38.5
01-06-2015,GJ,Bhavnagar,21.7644725,72.1519304,818,926,201,Both,67.5,26.5,944,949,98.1,99.5,95.8,65.8,46.3,87.2,10.1
01-06-2015,HP,Chamba,32.5533633,76.1258083,768,925,171,Rural,68.8,27.5,1128,936,93.8,98.7,89.4,75.7,25.4,98.7,36.7
01-06-2015,PB,Hoshiarpur,31.5143178,75.911483,827,925,121,Rural,83.4,22.7,943,894,98.8,99.8,99.8,76.2,62.7,98.9,16
01-06-2015,PB,Rup Nagar,30.9659168,76.5230234,790,925,117,Rural,81.3,23.3,950,827,98.3,100,99.8,80.9,67.6,97.7,41.8
01-06-2015,WB,Purba Medinipur,21.9372879,87.7763333,800,925,140,Rural,78.8,24.7,991,998,99,97.5,98.9,66.9,10.9,86.6,33.8
01-06-2015,CT,Jashpur,22.7874503,83.8473015,914,924,144,Rural,63.7,30.1,995,961,78.4,84.1,83.3,15.1,7.6,99.3,78.1
01-06-2015,UP,Fatehpur,25.8499808,80.8986502,892,923,124,Rural,59,31.2,1008,799,54.5,45.4,97.6,26.6,17.6,96.1,1.2
01-06-2015,HR,Gurgaon,28.4594965,77.0266383,796,922,141,Both,76.7,30.2,812,916,91.1,99.8,97.9,66.3,82,94.8,18.4
01-06-2015,KA,Gulbarga,17.329731,76.8342957,803,922,135,Both,60.8,30.9,989,914,93,98.2,94.9,29.1,35.1,85.8,22.9
01-06-2015,PY,Karaikal,10.9254398,79.8380056,769,922,124,Both,84,23.9,1108,890,98.5,99.5,98.1,69.1,73.1,87.6,36
01-06-2015,GJ,Junagadh,21.522184,70.4578768,804,921,211,Both,71.8,24.9,974,893,99.5,99.3,97.8,75.1,47.8,96.8,24.9
01-06-2015,GJ,Banaskantha,24.3454739,71.7622481,795,918,229,Rural,55.7,30.5,992,1049,94.9,87.3,97.8,39.6,27.6,97.7,20.9
01-06-2015,PB,Ludhiana,30.900965,75.8572758,814,918,129,Both,82,23,862,827,98.2,99.9,100,80.8,76.8,98.6,24
01-06-2015,KA,Koppal,15.3507081,76.1554311,797,917,160,Rural,63.8,29.5,980,997,92.3,98.2,92.6,48.9,33.6,84.1,34.9
01-06-2015,OR,Debagarh,21.5383136,84.7289442,916,917,110,Rural,69.3,28.8,1072,1136,65.1,81.5,85.6,30.9,7.4,93.5,51.7
01-06-2015,AR,Upper Subansiri,27.786802,94.3359635,900,916,123,Rural,61.8,33.6,987,909,44.1,88.3,86.2,59.9,38.5,99.3,71
01-06-2015,MH,Parbhani,19.2609958,76.776665,771,916,140,Both,65.2,29.7,1006,1114,96.2,91.7,89.9,34,26.6,99.1,10.3
01-06-2015,TN,Tiruvannamalai,12.2252841,79.0746957,819,916,151,Rural,70.2,23.4,1011,845,98.8,98.8,96.4,31,63.8,72.2,59
01-06-2015,KA,Bellary,15.1393932,76.9214428,785,912,149,Both,59.5,29.1,952,886,92.3,98.1,94.4,40.7,46.7,76.9,21.5
01-06-2015,KA,Dharwad,15.4589236,75.007808,804,912,134,Both,76.7,24.8,957,865,98.4,98.1,95.4,62,56.2,87.7,32.7
01-06-2015,TN,Perambalur,11.2409839,78.8665733,821,912,140,Rural,72.5,24.2,1131,906,98.6,98.8,89.1,37.2,63.8,84,81.2
01-06-2015,TN,Pudukkottai,10.379663,78.8208454,813,912,126,Rural,72.5,25.4,1087,999,100,97,84.7,35.2,38.9,85.1,77.1
01-06-2015,TN,Thiruvallur,13.2544335,80.0087746,817,911,188,Both,82.2,21.6,980,855,94,98.9,85.3,66.6,86.3,92.9,63.7
01-06-2015,WB,Maldah,25.1785773,88.2461183,815,911,129,Rural,68.4,32.9,1019,881,93,94.1,82.9,44,15.8,93.6,40.6
01-06-2015,GJ,Kheda,22.750651,72.6846658,797,910,245,Rural,69.5,25.8,958,927,95.3,94.5,97.1,51.3,28.6,97.4,16.5
01-06-2015,GJ,Sabarkantha,23.8476704,72.9932969,799,910,234,Rural,66.5,27.6,957,897,89.9,95.2,94.2,46.7,29.9,92.1,25.6
01-06-2015,KL,Wayanad,11.6853575,76.1319953,853,909,175,Rural,88.9,21.9,1065,1241,95.2,96,93.4,95.3,33.2,96.9,61.8
01-06-2015,UP,Mahoba,25.2920964,79.8724168,839,908,98,Rural,60.7,30.7,943,959,82.4,79.2,93.4,35.5,16.7,93.4,3.1
01-06-2015,KA,Kolar,13.1362,78.1291,787,906,110,Both,69.9,23.6,961,829,93.9,98.7,67.3,58.1,56.5,80.6,30.1
01-06-2015,UT,Rudraprayag,30.2844141,78.9811407,888,905,84,Rural,70.8,28.9,1169,879,78.6,98.8,86.5,67.6,32.5,87,29.9
01-06-2015,AR,Kurung Kumey,27.7995361,93.5538411,909,902,112,Rural,54.1,36.8,1002,1124,32.1,91.2,92.4,46.7,39.2,99.2,67.6
01-06-2015,KL,Kozhikode,11.2587531,75.78041,835,901,126,Both,96.2,20.2,1033,954,97.2,99.2,96.4,99.4,51.8,98.4,59.7
01-06-2015,TN,Namakkal,11.2194391,78.1677236,826,901,169,Both,74.1,20.7,1008,888,99.4,99.4,92.4,49.6,85.3,89,57.4
01-06-2015,MH,Nandurbar,21.7468548,74.123996,769,900,105,Rural,54.8,30.7,1019,1031,84.1,74.1,83.7,23.6,19.1,98.5,12.5
01-06-2015,UP,Lalitpur,27.6644011,85.3187914,881,900,134,Rural,59.2,33.5,928,926,76.3,78,94.1,19.9,18.2,89.9,1.8
01-06-2015,AP,Kurnool,15.8281257,78.0372792,799,899,141,Rural,56.6,29.4,1021,816,73.3,99.7,81.7,52.9,63.7,74.7,75.4
01-06-2015,WB,Jalpaiguri,26.5434772,88.7205256,808,899,124,Rural,68.8,25.7,969,908,96.9,89.9,85.2,49.2,27,92.1,25.3
01-06-2015,GJ,Anand,22.5645,72.9289,778,898,245,Both,77.7,24.8,962,851,98.4,97.6,96.2,67.2,43.1,86.6,14.5
01-06-2015,GJ,Patan,23.8493246,72.1266255,772,896,206,Rural,61.4,28.8,945,871,95.4,93.2,95.8,56.3,32.5,97.5,25.3
01-06-2015,GJ,Jamnagar,22.4707019,70.05773,804,895,206,Both,67.8,24.4,952,1004,99.3,98,88.8,68,56.8,97.6,22.5
01-06-2015,UP,Jalaun,26.1270922,79.4703885,861,894,119,Rural,66.3,27.2,928,653,67.9,89,98.1,48.1,33.3,84.6,4.1
01-06-2015,MH,Yavatmal,20.3887937,78.1204073,791,893,146,Rural,76.1,24.7,969,863,95.8,89.6,80.8,43.7,37.2,98,14.9
01-06-2015,OR,Kalahandi,19.9137363,83.1649001,917,892,116,Rural,50.9,28.9,1011,898,79.7,67.1,93.6,14.9,7.1,96.2,50.4
01-06-2015,AR,Lower Dibang Valley,28.1428728,95.8431018,874,891,126,Rural,66.3,32,955,801,67.6,72.5,95.9,68.6,41.7,99,59.6
01-06-2015,GA,North Goa,15.5163112,73.9830029,798,890,397,Both,86.6,22.3,1030,963,99.4,99.6,96.5,79.8,82.5,94.5,21.9
01-06-2015,JH,Saraikela Kharsawan,22.8561261,86.0121573,836,890,112,Rural,64.8,30.1,947,898,71.8,85.5,80.7,27,24.9,92.2,10.5
01-06-2015,MZ,Mamit,23.6473811,92.539603,869,890,133,Rural,82.5,32.9,962,1050,97.4,85.7,84.1,66.8,37.5,97.8,50.9
